lat_force,long_force,norm_force
0,43.9453125,90.33203125
-2.44140625,53.7109375,102.5390625
-4.8828125,63.4765625,114.74609375
-4.8828125,75.68359375,129.39453125
-4.8828125,90.33203125,148.92578125
-9.765625,104.98046875,173.33984375
-19.53125,124.51171875,212.40234375
-29.296875,148.92578125,263.671875
-39.0625,180.6640625,329.58984375
-46.38671875,217.28515625,400.390625
-53.7109375,258.7890625,461.42578125
-56.15234375,300.29296875,510.25390625
-58.59375,341.796875,537.109375
-51.26953125,375.9765625,551.7578125
-43.9453125,402.83203125,561.5234375
-34.1796875,422.36328125,576.171875
-26.85546875,441.89453125,605.46875
-29.296875,468.75,639.6484375
-39.0625,505.37109375,678.7109375
-48.828125,551.7578125,712.890625
-56.15234375,603.02734375,742.1875
-58.59375,649.4140625,766.6015625
-56.15234375,690.91796875,788.57421875
-53.7109375,722.65625,805.6640625
-46.38671875,744.62890625,820.3125
-46.38671875,754.39453125,834.9609375
-46.38671875,751.953125,844.7265625
-48.828125,747.0703125,856.93359375
-43.9453125,747.0703125,869.140625
-39.0625,759.27734375,878.90625
-34.1796875,776.3671875,891.11328125
-31.73828125,793.45703125,900.87890625
-31.73828125,808.10546875,903.3203125
-34.1796875,812.98828125,908.203125
-36.62109375,812.98828125,915.52734375
-31.73828125,812.98828125,917.96875
-21.97265625,817.87109375,922.8515625
-7.32421875,830.078125,930.17578125
-4.8828125,852.05078125,937.5
-12.20703125,881.34765625,947.265625
-26.85546875,915.52734375,954.58984375
-36.62109375,944.82421875,961.9140625
-31.73828125,961.9140625,966.796875
-21.97265625,966.796875,969.23828125
-7.32421875,964.35546875,969.23828125
-2.44140625,961.9140625,966.796875
-2.44140625,969.23828125,961.9140625
-4.8828125,983.88671875,957.03125
-12.20703125,1008.30078125,959.47265625
-17.08984375,1032.71484375,974.12109375
-19.53125,1057.12890625,993.65234375
-19.53125,1071.77734375,1015.625
-19.53125,1081.54296875,1035.15625
-21.97265625,1079.1015625,1044.921875
-29.296875,1074.21875,1047.36328125
-31.73828125,1064.453125,1047.36328125
-31.73828125,1059.5703125,1047.36328125
-26.85546875,1054.6875,1054.6875
-24.4140625,1049.8046875,1066.89453125
-29.296875,1047.36328125,1088.8671875
-39.0625,1049.8046875,1113.28125
-51.26953125,1057.12890625,1135.25390625
-58.59375,1074.21875,1154.78515625
-61.03515625,1091.30859375,1166.9921875
-56.15234375,1105.95703125,1181.640625
-56.15234375,1110.83984375,1198.73046875
-53.7109375,1110.83984375,1215.8203125
-56.15234375,1103.515625,1232.91015625
-56.15234375,1103.515625,1245.1171875
-56.15234375,1108.3984375,1259.765625
-58.59375,1125.48828125,1276.85546875
-65.91796875,1149.90234375,1293.9453125
-73.2421875,1176.7578125,1315.91796875
-80.56640625,1203.61328125,1342.7734375
-83.0078125,1225.5859375,1374.51171875
-80.56640625,1242.67578125,1408.69140625
-78.125,1254.8828125,1442.87109375
-78.125,1264.6484375,1477.05078125
-80.56640625,1276.85546875,1506.34765625
-85.44921875,1293.9453125,1535.64453125
-92.7734375,1313.4765625,1567.3828125
-102.5390625,1333.0078125,1604.00390625
-107.421875,1347.65625,1640.625
-107.421875,1362.3046875,1679.6875
-100.09765625,1376.953125,1721.19140625
-92.7734375,1396.484375,1762.6953125
-87.890625,1416.015625,1804.19921875
-85.44921875,1435.546875,1840.8203125
-85.44921875,1457.51953125,1875
-87.890625,1484.375,1909.1796875
-87.890625,1513.671875,1943.359375
-90.33203125,1540.52734375,1984.86328125
-87.890625,1567.3828125,2031.25
-83.0078125,1594.23828125,2077.63671875
-78.125,1625.9765625,2119.140625
-73.2421875,1655.2734375,2158.203125
-70.80078125,1684.5703125,2189.94140625
-68.359375,1713.8671875,2219.23828125
-63.4765625,1740.72265625,2250.9765625
-61.03515625,1770.01953125,2282.71484375
-63.4765625,1796.875,2314.453125
-70.80078125,1828.61328125,2346.19140625
-80.56640625,1860.3515625,2373.046875
-90.33203125,1887.20703125,2395.01953125
-90.33203125,1911.62109375,2414.55078125
-83.0078125,1933.59375,2436.5234375
-78.125,1955.56640625,2458.49609375
-75.68359375,1982.421875,2482.91015625
-78.125,2006.8359375,2507.32421875
-85.44921875,2028.80859375,2526.85546875
-92.7734375,2048.33984375,2541.50390625
-95.21484375,2067.87109375,2551.26953125
-87.890625,2094.7265625,2558.59375
-78.125,2116.69921875,2561.03515625
-65.91796875,2124.0234375,2558.59375
-48.828125,2099.609375,2553.7109375
-24.4140625,2041.015625,2539.0625
4.8828125,1967.7734375,2514.6484375
26.85546875,1906.73828125,2482.91015625
36.62109375,1887.20703125,2448.73046875
29.296875,1918.9453125,2426.7578125
7.32421875,1994.62890625,2424.31640625
-17.08984375,2087.40234375,2446.2890625
-29.296875,2163.0859375,2485.3515625
-29.296875,2194.82421875,2526.85546875
-19.53125,2175.29296875,2548.828125
-7.32421875,2114.2578125,2539.0625
2.44140625,2036.1328125,2502.44140625
2.44140625,1965.33203125,2448.73046875
-7.32421875,1921.38671875,2399.90234375
-29.296875,1911.62109375,2373.046875
-56.15234375,1933.59375,2375.48828125
-75.68359375,1984.86328125,2399.90234375
-83.0078125,2045.8984375,2426.7578125
-73.2421875,2102.05078125,2441.40625
-53.7109375,2131.34765625,2441.40625
-31.73828125,2128.90625,2429.19921875
-19.53125,2084.9609375,2419.43359375
-24.4140625,2023.92578125,2426.7578125
-41.50390625,1962.890625,2453.61328125
-65.91796875,1923.828125,2490.234375
-87.890625,1916.50390625,2526.85546875
-104.98046875,1936.03515625,2548.828125
-117.1875,1970.21484375,2548.828125
-126.953125,2006.8359375,2531.73828125
-139.16015625,2019.04296875,2507.32421875
-153.80859375,1997.0703125,2490.234375
-158.69140625,1945.80078125,2485.3515625
-148.92578125,1877.44140625,2495.1171875
-136.71875,1809.08203125,2512.20703125
-129.39453125,1762.6953125,2534.1796875
-136.71875,1740.72265625,2558.59375
-153.80859375,1728.515625,2578.125
-175.78125,1716.30859375,2597.65625
-192.87109375,1687.01171875,2612.3046875
-197.75390625,1645.5078125,2624.51171875
-190.4296875,1601.5625,2631.8359375
-173.33984375,1562.5,2631.8359375
-156.25,1542.96875,2624.51171875
-156.25,1538.0859375,2614.74609375
-168.45703125,1545.41015625,2602.5390625
-195.3125,1555.17578125,2587.890625
-227.05078125,1555.17578125,2575.68359375
-246.58203125,1540.52734375,2563.4765625
-251.46484375,1506.34765625,2551.26953125
-241.69921875,1459.9609375,2543.9453125
-224.609375,1418.45703125,2534.1796875
-214.84375,1391.6015625,2529.296875
-217.28515625,1389.16015625,2526.85546875
-241.69921875,1403.80859375,2529.296875
-283.203125,1411.1328125,2534.1796875
-319.82421875,1396.484375,2539.0625
-334.47265625,1345.21484375,2536.62109375
-314.94140625,1269.53125,2519.53125
-270.99609375,1191.40625,2485.3515625
-231.93359375,1132.8125,2453.61328125
-212.40234375,1103.515625,2431.640625
-227.05078125,1105.95703125,2426.7578125
-268.5546875,1115.72265625,2436.5234375
-312.5,1118.1640625,2456.0546875
-339.35546875,1105.95703125,2468.26171875
-341.796875,1079.1015625,2463.37890625
-327.1484375,1047.36328125,2438.96484375
-302.734375,1025.390625,2399.90234375
-283.203125,1015.625,2365.72265625
-275.87890625,1020.5078125,2341.30859375
-278.3203125,1030.2734375,2336.42578125
-280.76171875,1042.48046875,2343.75
-280.76171875,1066.89453125,2351.07421875
-275.87890625,1096.19140625,2346.19140625
-270.99609375,1120.60546875,2321.77734375
-268.5546875,1123.046875,2280.2734375
-273.4375,1088.8671875,2231.4453125
-280.76171875,1015.625,2187.5
-283.203125,925.29296875,2160.64453125
-280.76171875,839.84375,2153.3203125
-273.4375,788.57421875,2158.203125
-270.99609375,778.80859375,2167.96875
-275.87890625,805.6640625,2175.29296875
-292.96875,852.05078125,2172.8515625
-310.05859375,886.23046875,2165.52734375
-322.265625,883.7890625,2153.3203125
-322.265625,837.40234375,2136.23046875
-312.5,751.953125,2116.69921875
-292.96875,656.73828125,2082.51953125
-273.4375,578.61328125,2043.45703125
-258.7890625,546.875,2004.39453125
-256.34765625,566.40625,1975.09765625
-266.11328125,625,1958.0078125
-275.87890625,700.68359375,1953.125
-283.203125,761.71875,1953.125
-278.3203125,788.57421875,1948.2421875
-253.90625,773.92578125,1928.7109375
-214.84375,727.5390625,1889.6484375
-175.78125,661.62109375,1840.8203125
-158.69140625,605.46875,1796.875
-173.33984375,571.2890625,1767.578125
-217.28515625,563.96484375,1765.13671875
-266.11328125,576.171875,1779.78515625
-292.96875,595.703125,1794.43359375
-275.87890625,603.02734375,1796.875
-224.609375,593.26171875,1774.90234375
-166.015625,559.08203125,1730.95703125
-126.953125,510.25390625,1677.24609375
-129.39453125,449.21875,1625.9765625
-158.69140625,395.5078125,1586.9140625
-192.87109375,361.328125,1562.5
-209.9609375,358.88671875,1552.734375
-202.63671875,385.7421875,1547.8515625
-178.22265625,422.36328125,1547.8515625
-148.92578125,451.66015625,1538.0859375
-126.953125,458.984375,1518.5546875
-109.86328125,441.89453125,1486.81640625
-100.09765625,412.59765625,1447.75390625
-90.33203125,385.7421875,1411.1328125
-80.56640625,368.65234375,1379.39453125
-75.68359375,366.2109375,1352.5390625
-75.68359375,375.9765625,1340.33203125
-78.125,395.5078125,1328.125
-78.125,412.59765625,1313.4765625
-78.125,419.921875,1289.0625
-70.80078125,405.2734375,1254.8828125
-56.15234375,373.53515625,1213.37890625
-41.50390625,329.58984375,1171.875
-29.296875,283.203125,1132.8125
-21.97265625,241.69921875,1105.95703125
-21.97265625,219.7265625,1098.6328125
-31.73828125,212.40234375,1098.6328125
-41.50390625,217.28515625,1105.95703125
-46.38671875,224.609375,1103.515625
-36.62109375,222.16796875,1086.42578125
-12.20703125,195.3125,1047.36328125
17.08984375,146.484375,998.53515625
48.828125,85.44921875,939.94140625
63.4765625,29.296875,888.671875
56.15234375,-9.765625,847.16796875
26.85546875,-19.53125,820.3125
-7.32421875,0,803.22265625
-24.4140625,31.73828125,788.57421875
-9.765625,53.7109375,776.3671875
34.1796875,48.828125,759.27734375
92.7734375,9.765625,737.3046875
139.16015625,-51.26953125,715.33203125
148.92578125,-117.1875,693.359375
124.51171875,-166.015625,671.38671875
75.68359375,-190.4296875,656.73828125
34.1796875,-197.75390625,646.97265625
12.20703125,-202.63671875,644.53125
24.4140625,-214.84375,646.97265625
58.59375,-234.375,654.296875
95.21484375,-253.90625,656.73828125
122.0703125,-266.11328125,659.1796875
129.39453125,-270.99609375,656.73828125
109.86328125,-268.5546875,649.4140625
75.68359375,-261.23046875,639.6484375
36.62109375,-249.0234375,625
7.32421875,-234.375,615.234375
-4.8828125,-222.16796875,610.3515625
2.44140625,-209.9609375,610.3515625
31.73828125,-200.1953125,612.79296875
68.359375,-192.87109375,612.79296875
102.5390625,-190.4296875,607.91015625
119.62890625,-200.1953125,595.703125
119.62890625,-217.28515625,581.0546875
100.09765625,-234.375,568.84765625
68.359375,-231.93359375,559.08203125
36.62109375,-205.078125,556.640625
12.20703125,-166.015625,559.08203125
14.6484375,-136.71875,566.40625
36.62109375,-144.04296875,563.96484375
75.68359375,-185.546875,559.08203125
109.86328125,-244.140625,546.875
126.953125,-288.0859375,532.2265625
117.1875,-305.17578125,520.01953125
87.890625,-285.64453125,510.25390625
51.26953125,-241.69921875,505.37109375
24.4140625,-197.75390625,507.8125
21.97265625,-170.8984375,512.6953125
39.0625,-175.78125,517.578125
68.359375,-197.75390625,517.578125
102.5390625,-217.28515625,505.37109375
122.0703125,-214.84375,490.72265625
117.1875,-187.98828125,468.75
95.21484375,-144.04296875,451.66015625
63.4765625,-95.21484375,446.77734375
39.0625,-63.4765625,454.1015625
31.73828125,-48.828125,468.75
39.0625,-46.38671875,480.95703125
61.03515625,-48.828125,480.95703125
87.890625,-46.38671875,466.30859375
109.86328125,-46.38671875,437.01171875
119.62890625,-51.26953125,402.83203125
107.421875,-65.91796875,380.859375
75.68359375,-78.125,373.53515625
34.1796875,-80.56640625,383.30078125
4.8828125,-70.80078125,400.390625
-4.8828125,-53.7109375,417.48046875
14.6484375,-39.0625,427.24609375
48.828125,-34.1796875,427.24609375
85.44921875,-48.828125,412.59765625
104.98046875,-75.68359375,390.625
100.09765625,-104.98046875,368.65234375
70.80078125,-114.74609375,356.4453125
29.296875,-97.65625,351.5625
-7.32421875,-56.15234375,356.4453125
-26.85546875,-7.32421875,366.2109375
-21.97265625,26.85546875,371.09375
4.8828125,39.0625,368.65234375
39.0625,26.85546875,351.5625
65.91796875,2.44140625,327.1484375
73.2421875,-19.53125,302.734375
58.59375,-24.4140625,285.64453125
29.296875,-9.765625,278.3203125
-7.32421875,24.4140625,283.203125
-34.1796875,65.91796875,295.41015625
-46.38671875,95.21484375,310.05859375
-39.0625,109.86328125,317.3828125
-14.6484375,102.5390625,317.3828125
17.08984375,75.68359375,307.6171875
41.50390625,41.50390625,288.0859375
51.26953125,12.20703125,261.23046875
36.62109375,-7.32421875,239.2578125
4.8828125,-14.6484375,229.4921875
-34.1796875,-14.6484375,229.4921875
-61.03515625,-14.6484375,236.81640625
-65.91796875,-17.08984375,246.58203125
-48.828125,-19.53125,249.0234375
-17.08984375,-19.53125,239.2578125
9.765625,-21.97265625,224.609375
19.53125,-29.296875,209.9609375
9.765625,-41.50390625,200.1953125
-14.6484375,-53.7109375,200.1953125
-43.9453125,-61.03515625,207.51953125
-63.4765625,-58.59375,214.84375
-70.80078125,-41.50390625,219.7265625
-61.03515625,-19.53125,214.84375
-43.9453125,2.44140625,212.40234375
-21.97265625,9.765625,205.078125
-2.44140625,2.44140625,195.3125
2.44140625,-17.08984375,185.546875
-14.6484375,-31.73828125,173.33984375
-48.828125,-31.73828125,158.69140625
-80.56640625,-19.53125,146.484375
-97.65625,0,141.6015625
-92.7734375,19.53125,144.04296875
-70.80078125,31.73828125,151.3671875
-41.50390625,26.85546875,163.57421875
-19.53125,2.44140625,173.33984375
-17.08984375,-29.296875,175.78125
-34.1796875,-56.15234375,168.45703125
-56.15234375,-73.2421875,156.25
-75.68359375,-70.80078125,141.6015625
-87.890625,-53.7109375,131.8359375
-87.890625,-31.73828125,129.39453125
-83.0078125,-19.53125,136.71875
-73.2421875,-21.97265625,148.92578125
-61.03515625,-41.50390625,156.25
-48.828125,-73.2421875,156.25
-34.1796875,-109.86328125,141.6015625
-24.4140625,-131.8359375,117.1875
-24.4140625,-134.27734375,90.33203125
-36.62109375,-119.62890625,73.2421875
-61.03515625,-97.65625,75.68359375
-80.56640625,-83.0078125,90.33203125
-85.44921875,-83.0078125,109.86328125
-68.359375,-92.7734375,124.51171875
-36.62109375,-107.421875,126.953125
-4.8828125,-114.74609375,117.1875
14.6484375,-112.3046875,97.65625
12.20703125,-100.09765625,80.56640625
-4.8828125,-85.44921875,70.80078125
-31.73828125,-75.68359375,70.80078125
-58.59375,-73.2421875,80.56640625
-73.2421875,-78.125,92.7734375
-75.68359375,-92.7734375,97.65625
-58.59375,-112.3046875,92.7734375
-29.296875,-129.39453125,78.125
-2.44140625,-136.71875,56.15234375
14.6484375,-136.71875,34.1796875
12.20703125,-134.27734375,24.4140625
-7.32421875,-131.8359375,24.4140625
-36.62109375,-129.39453125,39.0625
-58.59375,-126.953125,56.15234375
-63.4765625,-117.1875,65.91796875
-53.7109375,-104.98046875,61.03515625
-39.0625,-100.09765625,43.9453125
-29.296875,-102.5390625,19.53125
-34.1796875,-102.5390625,-2.44140625
-51.26953125,-97.65625,-12.20703125
-73.2421875,-78.125,-4.8828125
-90.33203125,-43.9453125,14.6484375
-97.65625,2.44140625,39.0625
-100.09765625,46.38671875,53.7109375
-97.65625,85.44921875,58.59375
-92.7734375,107.421875,46.38671875
-83.0078125,117.1875,29.296875
-70.80078125,112.3046875,7.32421875
